"","Status","B_access","B_use","B_order","B_hrst","G_access","G_use","G_order","G_hrst"
"1","Recovered",87.71,78.39,54.44,35,3.1467335537567,8.44495471361144,7.60470242468773,3.71428571428571
"2","Recovered",91.69,87.77,63.59,35.1,-0.479877849274728,1.94827389768715,4.98506054411071,5.6980056980057
"3","Recovered",91.83,88.27,62.54,41.2,4.87857998475444,7.01257505381216,7.97889350815478,4.36893203883494
"4","Recovered",87.3,83.75,58.01,31.9,4.52462772050401,5.6,8.15376659196691,3.76175548589343
"5","Recovered",85.55,83.64,60.79,33.9,8.2875511396844,7.08990913438545,-0.0822503701266609,7.66961651917405
"6","Recovered",88.68,84.76,66.21,34.6,4.02571041948578,3.20906087777253,-0.45310376076121,2.02312138728322
"7","Recovered",89.76,86.48,57.02,33.7,3.07486631016042,5.66604995374652,18.7828831988776,-0.890207715133544
"8","Recovered",92.95,88.24,65,34.4,1.88273265196342,4.15911151405259,5.15384615384615,2.61627906976744
"9","Not recovered",90.42,87.52,62.39,31.9,1.42667551426675,4.81032906764169,8.23849975957686,11.9122257053292
"10","Recovered",88.97,88.13,59.65,39,7.63178599527931,6.91024622716442,17.4685666387259,12.3076923076923
"11","Recovered",92.85,91.48,69.58,36.7,4.24340333871838,4.02273721031919,18.0655360735844,3.26975476839236
"12","Recovered",92.94,90.78,70.98,36.8,3.65827415536906,3.51398986560916,12.0879120879121,1.6304347826087
"13","Resistant",89.2,88.46,70.25,37.8,4.5067264573991,5.47139950260005,15.0320284697509,6.0846560846561
"14","Not recovered",93.53,93.76,76.03,42.3,1.01571688228376,0.501279863481227,1.35472839668552,2.36406619385343
"15","Recovered",90.49,88.85,67.8,31.9,4.47563266659301,6.68542487338212,11.0324483775811,2.82131661442006
"16","Recovered",90.96,91.92,75.62,43.6,7.38786279683379,4.49303742384682,2.45966675482676,8.71559633027522
"17","Recovered",83.46,82.5,54.3,33.5,9.92092020129403,9.84242424242425,24.51197053407,-1.79104477611941
"18","Resistant",88.66,88.19,56.8,37.8,3.77847958493121,0.215443927882977,8.60915492957747,-0.529100529100518
"19","Resistant",89.98,88.1,65.34,34.5,-3.68970882418316,-3.62088535754824,0.413223140495862,2.31884057971014
"20","Resistant",85.27,85.8,67.52,37,0.398733434971272,-1.73659673659673,-3.74703791469194,6.75675675675676
"21","Recovered",70.8,62.22,25.44,20.5,17.3305084745763,19.2381870781099,53.066037735849,-2.4390243902439
"22","Not recovered",73.17,69.05,14.49,21.9,17.0288369550362,13.94641564084,106.004140786749,-4.5662100456621
"23","Recovered",74.02,64.93,22.74,18.7,15.3607133207241,21.8235022331742,92.6121372031662,14.9732620320856
"24","Not recovered",74.73,63.41,21.91,21,13.6357553860565,17.2685696262419,45.4586946599726,-5.23809523809525
"25","Recovered",77.8,73.71,24.27,34.4,16.2982005141388,15.2489485822819,113.473423980223,9.01162790697675
"26","Not recovered",75.27,61.31,19.13,19.4,17.7228643549887,23.4871962159517,78.8290642969158,6.18556701030929
"27","Recovered",89.61,85.5,38.63,29.1,4.89900680727597,4.35087719298245,29.5884027957546,10.9965635738831
"28","Recovered",93.23,94.68,75.19,51.6,3.29293145983052,2.32361639205744,19.7898656736268,8.72093023255814
"29","Recovered",87.86,89.24,66.32,33.1,5.14454814477577,0.246526221425369,9.40892641737034,0.302114803625382
"30","Recovered",86.42,86.4,61.59,28.6,6.82712335107613,2.31481481481481,24.9715862964767,-1.74825174825175
"31","Recovered",79.3,77.09,53.32,25.6,10.4287515762926,12.1546244649111,35.8777194298575,0.781249999999997
"32","Recovered",86.36,83.49,63.31,29.4,4.52755905511811,4.38375853395618,14.2947401674301,5.4421768707483
"33","Recovered",87.93,82.17,67.29,33.1,2.17218241783236,8.99354995740538,16.0499331252786,1.81268882175227
"34","Recovered",84.02,80.85,63.19,26.7,4.62985003570579,8.16326530612246,16.1576198765628,14.9812734082397
"35","Recovered",89.54,83.72,59.13,28.5,5.89680589680588,10.5470616340182,36.901741924573,8.42105263157894
"36","Recovered",95.33,96.37,85.77,52.2,0.650372390643034,1.05842067033309,6.45913489565117,0.574712643678155
"37","Recovered",94.74,94.3,82.73,38.2,0.791640278657378,1.55885471898197,6.21298198960474,3.92670157068063
"38","Recovered",95.32,95.4,82.65,37.7,-0.818296265211904,0.985324947589096,4.52510586811857,1.3262599469496
"39","Recovered",96.24,95.55,84.54,41.8,-1.88071487946798,0.627943485086351,3.45398627868463,1.67464114832537
"40","Recovered",95.17,94.25,83.4,35.7,-0.063045077230222,1.27320954907162,2.76978417266186,2.80112044817927
"41","Recovered",90.43,88.43,68.24,33.5,2.18953886984407,1.92242451656676,3.79542790152404,10.4477611940298
"42","Recovered",88.76,79.7,49.99,25.2,5.17124831004956,12.1204516938519,26.4452890578116,3.57142857142858
